product_name,average_sentiment_score
Best Designer Pink Butterfly & Heart Bracelet Combo Analog Watch  - For Women,1.0
"Men Solid Single Breasted Formal, Wedding Blazer??????(Brown)",1.0
Multicolor Women Sling Bag,1.0
"Women Party, Evening, Formal, Party Black Artificial Leather Belt",1.0
DULCET DC-D9000X 220W Detachable Front Panel Universal Fit Single Din Mp3 Car Stereo with Dual USB Ports/Bluetooth/Hands Free Calling/FM/AUX Input/SD Card Slot & Remote Control DC-D9000X Car Stereo??????(Single Din),0.7708333333333334
Solid Men Three Fourths,1.0
"Ozarro Black Canvas Light Weight Steel Toe Safety Shoes (S4420) Steel Toe Canvas Safety Shoe??????(Black, S1)",0.7846534653465347
Boys Full Sleeve Solid Hooded Sweatshirt,1.0
Men Self Design Single Breasted Casual Blazer??????(Yellow),1.0
VH000008D Analog Watch  - For Women,1.0
"gyzmofreakz 3.5mm Clip Microphone For Youtube | Collar Mike for Voice Recording | Lapel Mic Mobile, PC, Laptop, Android Smartphones, DSLR Camera Microphone microphone??????(Black)",0.6237113402061856
Viscose Blend Striped Grey Men Dupatta,1.0
LUXOR All-In-One Stationery & Art Kit,0.9285714285714286
ArrowMax Swimming Kit(silicone cap/Swimming Goggle/Earplugs/Noseplug) Swimming Kit,0.9021739130434783
